Timer precision: 41 ns
unnesting_execution            fastest       │ slowest       │ median        │ mean          │ samples │ iters
├─ automatic                                 │               │               │               │         │
│  ├─ anti_or_nulls            936.3 µs      │ 1.137 ms      │ 952.5 µs      │ 979.8 µs      │ 10      │ 10
│  │                             7           │ 7             │ 7             │ 7             │         │
│  │                             60 B        │ 60 B          │ 60 B          │ 60 B          │         │
│  │                           shrink:       │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1 B         │ 1 B           │ 1 B           │ 1 B           │         │
│  ├─ exists_low_selectivity   5.383 ms      │ 5.817 ms      │ 5.507 ms      │ 5.552 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             33          │ 33            │ 33            │ 33            │         │
│  │                             13.77 KB    │ 13.64 KB      │ 13.64 KB      │ 13.67 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             301         │ 300           │ 300           │ 300.2         │         │
│  │                             38.93 KB    │ 38.66 KB      │ 38.66 KB      │ 38.74 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             296         │ 295           │ 295           │ 295.2         │         │
│  │                             34.42 KB    │ 34.28 KB      │ 34.28 KB      │ 34.32 KB      │         │
│  │                           grow:         │               │               │               │         │
│  │                             7           │ 7             │ 7             │ 7             │         │
│  │                             60 B        │ 60 B          │ 60 B          │ 60 B          │         │
│  │                           shrink:       │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1 B         │ 1 B           │ 1 B           │ 1 B           │         │
│  ├─ exists_nulls             5.561 ms      │ 5.884 ms      │ 5.728 ms      │ 5.73 ms       │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             33          │ 33            │ 33            │ 33            │         │
│  │                             13.77 KB    │ 13.64 KB      │ 13.64 KB      │ 13.67 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             301         │ 300           │ 300           │ 300.2         │         │
│  │                             38.93 KB    │ 38.66 KB      │ 38.66 KB      │ 38.74 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             296         │ 295           │ 295           │ 295.2         │         │
│  │                             34.42 KB    │ 34.28 KB      │ 34.28 KB      │ 34.32 KB      │         │
│  │                           grow:         │               │               │               │         │
│  │                             7           │ 7             │ 7             │ 7             │         │
│  │                             60 B        │ 60 B          │ 60 B          │ 60 B          │         │
│  │                           shrink:       │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1 B         │ 1 B           │ 1 B           │ 1 B           │         │
│  ├─ exists_outer_16          5.234 ms      │ 5.336 ms      │ 5.256 ms      │ 5.266 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             33          │ 33            │ 33            │ 33            │         │
│  │                             13.77 KB    │ 13.64 KB      │ 13.64 KB      │ 13.67 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             301         │ 300           │ 300           │ 300.2         │         │
│  │                             38.93 KB    │ 38.66 KB      │ 38.66 KB      │ 38.74 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             296         │ 295           │ 295           │ 295.2         │         │
│  │                             34.42 KB    │ 34.28 KB      │ 34.28 KB      │ 34.32 KB      │         │
│  │                           grow:         │               │               │               │         │
│  │                             7           │ 7             │ 7             │ 7             │         │
│  │                             60 B        │ 60 B          │ 60 B          │ 60 B          │         │
│  │                           shrink:       │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1 B         │ 1 B           │ 1 B           │ 1 B           │         │
│  ├─ exists_outer_256         5.926 ms      │ 6.168 ms      │ 5.988 ms      │ 6.011 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             33          │ 33            │ 33            │ 33            │         │
│  │                             13.77 KB    │ 13.64 KB      │ 13.64 KB      │ 13.67 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             301         │ 300           │ 300           │ 300.2         │         │
│  │                             38.93 KB    │ 38.66 KB      │ 38.66 KB      │ 38.74 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             296         │ 295           │ 295           │ 295.2         │         │
│  │                             34.42 KB    │ 34.28 KB      │ 34.28 KB      │ 34.32 KB      │         │
│  │                           grow:         │               │               │               │         │
│  │                             7           │ 7             │ 7             │ 7             │         │
│  │                             60 B        │ 60 B          │ 60 B          │ 60 B          │         │
│  │                           shrink:       │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1 B         │ 1 B           │ 1 B           │ 1 B           │         │
│  ├─ exists_outer_1024        7.803 ms      │ 8.363 ms      │ 7.959 ms      │ 7.974 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             33          │ 33            │ 33            │ 33            │         │
│  │                             13.64 KB    │ 13.77 KB      │ 13.77 KB      │ 13.67 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             300         │ 301           │ 300.5         │ 300.2         │         │
│  │                             38.66 KB    │ 38.93 KB      │ 38.93 KB      │ 38.74 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             295         │ 296           │ 295.5         │ 295.2         │         │
│  │                             34.28 KB    │ 34.42 KB      │ 34.42 KB      │ 34.32 KB      │         │
│  │                           grow:         │               │               │               │         │
│  │                             7           │ 7             │ 7             │ 7             │         │
│  │                             60 B        │ 60 B          │ 60 B          │ 60 B          │         │
│  │                           shrink:       │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1 B         │ 1 B           │ 1 B           │ 1 B           │         │
│  ├─ exists_skewed            6.161 ms      │ 8.195 ms      │ 6.556 ms      │ 6.776 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             33          │ 33            │ 33            │ 33            │         │
│  │                             13.77 KB    │ 13.64 KB      │ 13.64 KB      │ 13.67 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             301         │ 300           │ 300           │ 300.2         │         │
│  │                             38.93 KB    │ 38.66 KB      │ 38.66 KB      │ 38.74 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             296         │ 295           │ 295           │ 295.2         │         │
│  │                             34.42 KB    │ 34.28 KB      │ 34.28 KB      │ 34.32 KB      │         │
│  │                           grow:         │               │               │               │         │
│  │                             7           │ 7             │ 7             │ 7             │         │
│  │                             60 B        │ 60 B          │ 60 B          │ 60 B          │         │
│  │                           shrink:       │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1 B         │ 1 B           │ 1 B           │ 1 B           │         │
│  ├─ inequality               18.87 ms      │ 19.49 ms      │ 19.24 ms      │ 19.22 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ inequality_indexed       18.84 ms      │ 19.8 ms       │ 19.28 ms      │ 19.3 ms       │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ nested_depth_2           29.15 ms      │ 30.43 ms      │ 29.94 ms      │ 29.83 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             298         │ 298           │ 298           │ 298           │         │
│  │                             438.6 KB    │ 438.6 KB      │ 438.6 KB      │ 438.6 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             298         │ 298           │ 298           │ 298           │         │
│  │                             438.6 KB    │ 438.6 KB      │ 438.6 KB      │ 438.6 KB      │         │
│  ├─ nested_depth_4           29.48 ms      │ 32.04 ms      │ 30.03 ms      │ 30.25 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             384         │ 384           │ 384           │ 384           │         │
│  │                             565.2 KB    │ 565.2 KB      │ 565.2 KB      │ 565.2 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             384         │ 384           │ 384           │ 384           │         │
│  │                             565.2 KB    │ 565.2 KB      │ 565.2 KB      │ 565.2 KB      │         │
│  ├─ scalar_first_ordered     49.96 ms      │ 51.83 ms      │ 51.02 ms      │ 51 ms         │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             21          │ 21            │ 21            │ 21            │         │
│  │                             34.99 KB    │ 34.99 KB      │ 34.99 KB      │ 34.99 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             3436        │ 3436          │ 3436          │ 3436          │         │
│  │                             3.039 MB    │ 3.039 MB      │ 3.039 MB      │ 3.039 MB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             3436        │ 3436          │ 3436          │ 3436          │         │
│  │                             3.202 MB    │ 3.202 MB      │ 3.202 MB      │ 3.202 MB      │         │
│  │                           grow:         │               │               │               │         │
│  │                             621         │ 621           │ 621           │ 621           │         │
│  │                             162.6 KB    │ 162.6 KB      │ 162.6 KB      │ 162.6 KB      │         │
│  ├─ scalar_sum_equality      34.88 ms      │ 37.96 ms      │ 35.67 ms      │ 35.83 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ╰─ scalar_sum_inequality    38.18 ms      │ 41.6 ms       │ 38.91 ms      │ 39.13 ms      │ 10      │ 10
│                              max alloc:    │               │               │               │         │
│                                1           │ 1             │ 1             │ 1             │         │
│                                1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│                              alloc:        │               │               │               │         │
│                                255         │ 255           │ 255           │ 255           │         │
│                                375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│                              dealloc:      │               │               │               │         │
│                                255         │ 255           │ 255           │ 255           │         │
│                                375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
├─ disabled                                  │               │               │               │         │
│  ├─ anti_or_nulls            900.7 µs      │ 950 µs        │ 933.9 µs      │ 933.2 µs      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ derived_limit            19.59 ms      │ 20.43 ms      │ 19.86 ms      │ 19.91 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             26          │ 26            │ 26            │ 26            │         │
│  │                             22.75 KB    │ 22.75 KB      │ 22.75 KB      │ 22.75 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             302         │ 302           │ 302           │ 302           │         │
│  │                             417.6 KB    │ 417.6 KB      │ 417.6 KB      │ 417.6 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             302         │ 302           │ 302           │ 302           │         │
│  │                             418.7 KB    │ 418.7 KB      │ 418.7 KB      │ 418.7 KB      │         │
│  │                           grow:         │               │               │               │         │
│  │                             9           │ 9             │ 9             │ 9             │         │
│  │                             1.091 KB    │ 1.091 KB      │ 1.091 KB      │ 1.091 KB      │         │
│  ├─ exists_distinct_16       1.707 ms      │ 1.989 ms      │ 1.76 ms       │ 1.794 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ exists_distinct_256      30.15 ms      │ 31.76 ms      │ 30.99 ms      │ 30.99 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ exists_high_selectivity  4.665 ms      │ 5.17 ms       │ 5.004 ms      │ 5.009 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ exists_indexed           18.35 ms      │ 19.32 ms      │ 19.05 ms      │ 18.94 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ exists_low_selectivity   31.58 ms      │ 33.19 ms      │ 32.46 ms      │ 32.34 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ exists_nulls             23.26 ms      │ 24.87 ms      │ 23.58 ms      │ 23.66 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ exists_outer_16          104.7 µs      │ 161.3 µs      │ 111.5 µs      │ 116.2 µs      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             15          │ 15            │ 15            │ 15            │         │
│  │                             22.08 KB    │ 22.08 KB      │ 22.08 KB      │ 22.08 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             15          │ 15            │ 15            │ 15            │         │
│  │                             22.08 KB    │ 22.08 KB      │ 22.08 KB      │ 22.08 KB      │         │
│  ├─ exists_outer_256         17.91 ms      │ 19.05 ms      │ 18.83 ms      │ 18.76 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ exists_outer_1024        74.45 ms      │ 77.31 ms      │ 75.91 ms      │ 75.93 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             1023        │ 1023          │ 1023          │ 1023          │         │
│  │                             1.505 MB    │ 1.505 MB      │ 1.505 MB      │ 1.505 MB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             1023        │ 1023          │ 1023          │ 1023          │         │
│  │                             1.505 MB    │ 1.505 MB      │ 1.505 MB      │ 1.505 MB      │         │
│  ├─ exists_skewed            2.735 ms      │ 3.121 ms      │ 2.885 ms      │ 2.907 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ inequality               18.65 ms      │ 20.48 ms      │ 19.29 ms      │ 19.35 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ inequality_indexed       19.04 ms      │ 21.38 ms      │ 19.55 ms      │ 19.76 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             255         │ 255           │ 255           │ 255           │         │
│  │                             375.3 KB    │ 375.3 KB      │ 375.3 KB      │ 375.3 KB      │         │
│  ├─ nested_depth_2           29.29 ms      │ 33.66 ms      │ 30.55 ms      │ 30.91 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             298         │ 298           │ 298           │ 298           │         │
│  │                             438.6 KB    │ 438.6 KB      │ 438.6 KB      │ 438.6 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             298         │ 298           │ 298           │ 298           │         │
│  │                             438.6 KB    │ 438.6 KB      │ 438.6 KB      │ 438.6 KB      │         │
│  ├─ nested_depth_4           29.65 ms      │ 43.68 ms      │ 30.52 ms      │ 32.68 ms      │ 10      │ 10
│  │                           max alloc:    │               │               │               │         │
│  │                             1           │ 1             │ 1             │ 1             │         │
│  │                             1.472 KB    │ 1.472 KB      │ 1.472 KB      │ 1.472 KB      │         │
│  │                           alloc:        │               │               │               │         │
│  │                             384         │ 384           │ 384           │ 384           │         │
│  │                             565.2 KB    │ 565.2 KB      │ 565.2 KB      │ 565.2 KB      │         │
│  │                           dealloc:      │               │               │               │         │
│  │                             384         │ 384           │ 384           │ 384           │         │
│  │                             565.2 KB    │ 565.2 KB      │ 565.2 KB      │ 565.2 KB      │         │
